{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 50, 'n_target': 8, 'labeled': False, 'lipton': 0.28, 'prop-target-estimate': 1.0, 'oracle': 0.28, 'classical': nan, 'supervised': nan, 'iter': 39, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 50, 'n_target': 32, 'labeled': False, 'lipton': 0.135, 'prop-target-estimate': 0.8125, 'oracle': 0.135, 'classical': nan, 'supervised': nan, 'iter': 59, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0051, 'n_source': 50, 'n_target': 16, 'labeled': False, 'lipton': 0.0825, 'prop-target-estimate': 0.9375000000000001, 'oracle': 0.0825, 'classical': nan, 'supervised': nan, 'iter': 40, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 6350, 'n_target': 50, 'labeled': True, 'classical': 0.0875, 'supervised': 0.0, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 37, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0058, 'n_source': 16, 'n_target': 50, 'labeled': False, 'lipton': 0.41, 'prop-target-estimate': 0.78, 'oracle': 0.41, 'classical': nan, 'supervised': nan, 'iter': 49, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 50, 'n_target': 16, 'labeled': False, 'lipton': 0.1125, 'prop-target-estimate': 0.5625, 'oracle': 0.1125, 'classical': nan, 'supervised': nan, 'iter': 19, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 1550, 'n_target': 50, 'labeled': True, 'classical': 0.1075, 'supervised': 0.0075, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 29, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 32, 'n_target': 50, 'labeled': False, 'lipton': 0.12, 'prop-target-estimate': 0.82, 'oracle': 0.12, 'classical': nan, 'supervised': nan, 'iter': 20, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 50, 'n_target': 4, 'labeled': False, 'lipton': 0.59, 'prop-target-estimate': 0.5, 'oracle': 0.59, 'classical': nan, 'supervised': nan, 'iter': 11, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 50, 'n_target': 6350, 'labeled': True, 'classical': 0.0, 'supervised': 0.0075, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 3, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 50, 'n_target': 12750, 'labeled': True, 'classical': 0.005, 'supervised': 0.015, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 79, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 50, 'n_target': 4, 'labeled': False, 'lipton': 0.1875, 'prop-target-estimate': 0.5, 'oracle': 0.1875, 'classical': nan, 'supervised': nan, 'iter': 98, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 64, 'n_target': 50, 'labeled': False, 'lipton': 0.46, 'prop-target-estimate': 0.66, 'oracle': 0.46, 'classical': nan, 'supervised': nan, 'iter': 83, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0035, 'n_source': 32, 'n_target': 50, 'labeled': False, 'lipton': 0.195, 'prop-target-estimate': 0.86, 'oracle': 0.195, 'classical': nan, 'supervised': nan, 'iter': 47, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 32, 'n_target': 50, 'labeled': False, 'lipton': 0.3725, 'prop-target-estimate': 0.74, 'oracle': 0.3725, 'classical': nan, 'supervised': nan, 'iter': 74, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0054, 'n_source': 64, 'n_target': 50, 'labeled': False, 'lipton': 0.2525, 'prop-target-estimate': 0.76, 'oracle': 0.2525, 'classical': nan, 'supervised': nan, 'iter': 69, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 12750, 'n_target': 50, 'labeled': True, 'classical': 0.0575, 'supervised': 0.0025, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 16, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 50, 'n_target': 1550, 'labeled': True, 'classical': 0.0125, 'supervised': 0.0575, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 42, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 50, 'n_target': 512, 'labeled': False, 'lipton': 0.13, 'prop-target-estimate': 0.734375, 'oracle': 0.13, 'classical': nan, 'supervised': nan, 'iter': 82, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 50, 'n_target': 32, 'labeled': False, 'lipton': 0.115, 'prop-target-estimate': 0.78125, 'oracle': 0.115, 'classical': nan, 'supervised': nan, 'iter': 86, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 1024, 'n_target': 50, 'labeled': False, 'lipton': 0.035, 'prop-target-estimate': 0.66, 'oracle': 0.035, 'classical': nan, 'supervised': nan, 'iter': 35, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 50, 'n_target': 32, 'labeled': False, 'lipton': 0.1325, 'prop-target-estimate': 0.6875, 'oracle': 0.1325, 'classical': nan, 'supervised': nan, 'iter': 33, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 6350, 'n_target': 50, 'labeled': True, 'classical': 0.07, 'supervised': 0.0075, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 66, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0056, 'n_source': 50, 'n_target': 750, 'labeled': True, 'classical': 0.0175, 'supervised': 0.075, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 13, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 50, 'n_target': 150, 'labeled': True, 'classical': 0.06, 'supervised': 0.0875, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 31, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0035, 'n_source': 50, 'n_target': 128, 'labeled': False, 'lipton': 0.2175, 'prop-target-estimate': 0.8046875, 'oracle': 0.2175, 'classical': nan, 'supervised': nan, 'iter': 5, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 50, 'n_target': 512, 'labeled': False, 'lipton': 0.125, 'prop-target-estimate': 0.767578125, 'oracle': 0.125, 'classical': nan, 'supervised': nan, 'iter': 7, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 256, 'n_target': 50, 'labeled': False, 'lipton': 0.0575, 'prop-target-estimate': 0.74, 'oracle': 0.0575, 'classical': nan, 'supervised': nan, 'iter': 60, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 50, 'n_target': 256, 'labeled': False, 'lipton': 0.135, 'prop-target-estimate': 0.734375, 'oracle': 0.135, 'classical': nan, 'supervised': nan, 'iter': 33, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 750, 'n_target': 50, 'labeled': True, 'classical': 0.09, 'supervised': 0.0425, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 59, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 50, 'n_target': 12750, 'labeled': True, 'classical': 0.01, 'supervised': 0.02, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 99, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 50, 'n_target': 32, 'labeled': False, 'lipton': 0.2025, 'prop-target-estimate': 0.625, 'oracle': 0.2025, 'classical': nan, 'supervised': nan, 'iter': 53, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 50, 'n_target': 12750, 'labeled': True, 'classical': 0.0025, 'supervised': 0.0075, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 42, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0051, 'n_source': 6350, 'n_target': 50, 'labeled': True, 'classical': 0.0975, 'supervised': 0.0025, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 33, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 50, 'n_target': 12750, 'labeled': True, 'classical': 0.0025, 'supervised': 0.005, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 49, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0056, 'n_source': 50, 'n_target': 16, 'labeled': False, 'lipton': 0.0825, 'prop-target-estimate': 0.6875, 'oracle': 0.0825, 'classical': nan, 'supervised': nan, 'iter': 58, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 12750, 'n_target': 50, 'labeled': True, 'classical': 0.075, 'supervised': 0.0025, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 78, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0058, 'n_source': 50, 'n_target': 32, 'labeled': False, 'lipton': 0.145, 'prop-target-estimate': 0.84375, 'oracle': 0.145, 'classical': nan, 'supervised': nan, 'iter': 1, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 50, 'n_target': 4, 'labeled': False, 'lipton': 0.105, 'prop-target-estimate': 0.75, 'oracle': 0.105, 'classical': nan, 'supervised': nan, 'iter': 14, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0057, 'n_source': 50, 'n_target': 6350, 'labeled': True, 'classical': 0.0125, 'supervised': 0.015, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 27, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 1024, 'n_target': 50, 'labeled': False, 'lipton': 0.205, 'prop-target-estimate': 0.7800000000000001, 'oracle': 0.205, 'classical': nan, 'supervised': nan, 'iter': 78, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 12750, 'n_target': 50, 'labeled': True, 'classical': 0.1025, 'supervised': 0.005, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 87, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0051, 'n_source': 50, 'n_target': 1550, 'labeled': True, 'classical': 0.0125, 'supervised': 0.0275, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 66, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 50, 'n_target': 16, 'labeled': False, 'lipton': 0.3025, 'prop-target-estimate': 0.8125, 'oracle': 0.3025, 'classical': nan, 'supervised': nan, 'iter': 87, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 6350, 'n_target': 50, 'labeled': True, 'classical': 0.08, 'supervised': 0.005, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 26, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0035, 'n_source': 50, 'n_target': 512, 'labeled': False, 'lipton': 0.1625, 'prop-target-estimate': 0.7109375, 'oracle': 0.1625, 'classical': nan, 'supervised': nan, 'iter': 55, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 1550, 'n_target': 50, 'labeled': True, 'classical': 0.055, 'supervised': 0.005, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 1, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 6350, 'n_target': 50, 'labeled': True, 'classical': 0.085, 'supervised': 0.0075, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 77, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 50, 'n_target': 4, 'labeled': False, 'lipton': 0.1125, 'prop-target-estimate': 0.5, 'oracle': 0.1125, 'classical': nan, 'supervised': nan, 'iter': 41, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0051, 'n_source': 50, 'n_target': 512, 'labeled': False, 'lipton': 0.115, 'prop-target-estimate': 0.728515625, 'oracle': 0.115, 'classical': nan, 'supervised': nan, 'iter': 65, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 50, 'n_target': 32, 'labeled': False, 'lipton': 0.1325, 'prop-target-estimate': 0.75, 'oracle': 0.1325, 'classical': nan, 'supervised': nan, 'iter': 90, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0053, 'n_source': 32, 'n_target': 50, 'labeled': False, 'lipton': 0.12, 'prop-target-estimate': 0.7800000000000001, 'oracle': 0.12, 'classical': nan, 'supervised': nan, 'iter': 2, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 16, 'n_target': 50, 'labeled': False, 'lipton': 0.305, 'prop-target-estimate': 0.7600000000000001, 'oracle': 0.305, 'classical': nan, 'supervised': nan, 'iter': 54, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0061, 'n_source': 50, 'n_target': 1550, 'labeled': True, 'classical': 0.01, 'supervised': 0.04, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 3, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 128, 'n_target': 50, 'labeled': False, 'lipton': 0.1225, 'prop-target-estimate': 0.74, 'oracle': 0.1225, 'classical': nan, 'supervised': nan, 'iter': 1, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 32, 'n_target': 50, 'labeled': False, 'lipton': 0.3375, 'prop-target-estimate': 0.74, 'oracle': 0.3375, 'classical': nan, 'supervised': nan, 'iter': 92, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 50, 'n_target': 8, 'labeled': False, 'lipton': 0.165, 'prop-target-estimate': 1.0, 'oracle': 0.165, 'classical': nan, 'supervised': nan, 'iter': 9, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 512, 'n_target': 50, 'labeled': False, 'lipton': 0.37, 'prop-target-estimate': 0.76, 'oracle': 0.37, 'classical': nan, 'supervised': nan, 'iter': 0, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 750, 'n_target': 50, 'labeled': True, 'classical': 0.07, 'supervised': 0.0125, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 29, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 350, 'n_target': 50, 'labeled': False, 'lipton': 0.035, 'prop-target-estimate': 0.7800000000000001, 'oracle': 0.035, 'classical': nan, 'supervised': nan, 'iter': 12, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0058, 'n_source': 512, 'n_target': 50, 'labeled': False, 'lipton': 0.035, 'prop-target-estimate': 0.64, 'oracle': 0.035, 'classical': nan, 'supervised': nan, 'iter': 57, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 1550, 'n_target': 50, 'labeled': True, 'classical': 0.0925, 'supervised': 0.005, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 60, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 50, 'n_target': 32, 'labeled': False, 'lipton': 0.1225, 'prop-target-estimate': 0.84375, 'oracle': 0.1225, 'classical': nan, 'supervised': nan, 'iter': 83, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 50, 'n_target': 3150, 'labeled': True, 'classical': 0.005, 'supervised': 0.03, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 20, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 50, 'n_target': 1550, 'labeled': True, 'classical': 0.0175, 'supervised': 0.055, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 92, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0055, 'n_source': 50, 'n_target': 16, 'labeled': False, 'lipton': 0.2325, 'prop-target-estimate': 0.6875, 'oracle': 0.2325, 'classical': nan, 'supervised': nan, 'iter': 25, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 50, 'n_target': 4, 'labeled': False, 'lipton': 0.31, 'prop-target-estimate': 0.5, 'oracle': 0.31, 'classical': nan, 'supervised': nan, 'iter': 73, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 1024, 'n_target': 50, 'labeled': False, 'lipton': 0.01, 'prop-target-estimate': 0.7, 'oracle': 0.01, 'classical': nan, 'supervised': nan, 'iter': 77, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 750, 'n_target': 50, 'labeled': True, 'classical': 0.1025, 'supervised': 0.0325, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 92, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 2048, 'n_target': 50, 'labeled': False, 'lipton': 0.205, 'prop-target-estimate': 0.9, 'oracle': 0.205, 'classical': nan, 'supervised': nan, 'iter': 77, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 16, 'n_target': 50, 'labeled': False, 'lipton': 0.375, 'prop-target-estimate': 0.76, 'oracle': 0.375, 'classical': nan, 'supervised': nan, 'iter': 17, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 2048, 'n_target': 50, 'labeled': False, 'lipton': 0.02, 'prop-target-estimate': 0.72, 'oracle': 0.02, 'classical': nan, 'supervised': nan, 'iter': 84, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 50, 'n_target': 128, 'labeled': False, 'lipton': 0.15, 'prop-target-estimate': 0.703125, 'oracle': 0.15, 'classical': nan, 'supervised': nan, 'iter': 55, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 6350, 'n_target': 50, 'labeled': True, 'classical': 0.1125, 'supervised': 0.0, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 46, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 3150, 'n_target': 50, 'labeled': True, 'classical': 0.1075, 'supervised': 0.005, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 65, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 2048, 'n_target': 50, 'labeled': False, 'lipton': 0.01, 'prop-target-estimate': 0.76, 'oracle': 0.01, 'classical': nan, 'supervised': nan, 'iter': 13, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 50, 'n_target': 64, 'labeled': False, 'lipton': 0.4625, 'prop-target-estimate': 0.734375, 'oracle': 0.4625, 'classical': nan, 'supervised': nan, 'iter': 19, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 150, 'n_target': 50, 'labeled': False, 'lipton': 0.22, 'prop-target-estimate': 0.74, 'oracle': 0.22, 'classical': nan, 'supervised': nan, 'iter': 24, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 50, 'n_target': 1550, 'labeled': True, 'classical': 0.0225, 'supervised': 0.045, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 44, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 8, 'n_target': 50, 'labeled': False, 'lipton': 0.305, 'prop-target-estimate': 0.8000000000000002, 'oracle': 0.305, 'classical': nan, 'supervised': nan, 'iter': 49, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 50, 'n_target': 1550, 'labeled': True, 'classical': 0.015, 'supervised': 0.0325, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 31, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 512, 'n_target': 50, 'labeled': False, 'lipton': 0.045, 'prop-target-estimate': 0.84, 'oracle': 0.045, 'classical': nan, 'supervised': nan, 'iter': 26, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 50, 'n_target': 512, 'labeled': False, 'lipton': 0.115, 'prop-target-estimate': 0.76953125, 'oracle': 0.115, 'classical': nan, 'supervised': nan, 'iter': 20, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 50, 'n_target': 12750, 'labeled': True, 'classical': 0.0075, 'supervised': 0.01, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 90, 'setup': 'constant-prop-source'}
